        ra        
------------------
   204.5198496707
 205.302374452372
 203.739195599983
 203.273452751985
 203.322124050353
 203.981509645349
 204.479116626833
 204.112745073971
  205.05344848306
 204.494581560727
 204.357898171367
 203.497726743856
 203.405040714876
 204.201229530596
 204.572384356535
 204.207387962862
  204.62315811432
 203.531520390223
 203.297573660458
 203.469154373956
 203.407786029151
 203.629193705723
 204.619653792197
 204.575145532427
 204.992031266375
  203.69978644851
 203.786151022844
 204.762694895202
 203.388632005181
 205.229772828538
 204.465931886481
 204.221334359754
 203.387698236871
 204.035416584647
 205.243611081257
 204.684607598597
 203.373954422957
 204.497228098722
 203.404721588262
 203.573798811978
 205.416694706954
 205.445698488017
 204.030508409915
 204.874122097299
 203.953853015209
 204.448731763386
 203.837307483712
 204.259597283645
 204.983967470185
 204.325542517105
 204.420200015643
  203.56830988384
 204.529699359244
 203.574276420936
 205.157954302157
 204.953874305263
 205.248477771618
 205.247301132881
 205.313520008543
 204.266396549411
 204.130637820804
 204.225633517416
 204.303900256121
   204.4230483139
 204.324214952828
 205.234285614895
  204.91658625094
 205.255567054114
  205.25944601293
 203.476791228436
 203.466541919222
 205.198192007776
 205.445629038572
 203.769364324162
 204.482173988728
 203.299463064237
 203.952911799254
 204.877774653466
     205.25399536
 203.560933127014
  203.58219918323
  204.29357336884
 204.716224821058
 204.280506612726
 205.006894339152
 204.864657055511
 204.440155233612
 203.577012483111
 205.197019056901
  203.97941181746
 204.463049156955
 203.701219237922
 203.965354280372
 205.435636021888
 205.069340369407
 205.043900895355
 204.757910326649
  203.66162242805
 204.798550402183
 205.088460867878
 205.225400558536
 204.406119264961
  205.26251286776
 203.316662283213
 204.765217510988
 203.914969046585
 204.357710379811
 203.564908777394
 204.258404802855
 205.371427787712
 203.718212521036
 204.446172309238
 204.597410554069
 205.163071393182
 205.383412675699
 204.374070329289
  203.27121985106
  204.80991631397
 204.964377199956
 205.413852868176
 203.518174004892
 203.720293884394
 204.157726823259
 204.621042698583
 205.151464893937
 204.844504632152
 204.153050050438
 204.094180856023
 204.372652242757
 204.079592019387
 204.183829379638
 204.512736195708
 204.127290977479
 203.570528007346
 204.186327443436
 203.701667056611
 203.441649290136
 204.732978227541
 203.434076348587
 203.651693852697
 205.252416441748
 204.730173281466
 204.988903631486
 204.127816789892
 204.144039399256
 205.052034126355
 205.032949156801
  204.20525519101
  203.36504489986
 205.355958285393
 203.881349948182
  203.64024262974
 203.390226650667
 203.300247008358
 204.628884903231
 203.720201062754
 205.247894774015
 204.303857238453
 204.259790526787
 204.223341105437
 204.836438365029
 203.460303535523
 204.438041775989
 203.908163345674
 203.885805029226
 205.026193867188
 205.003015718534
 203.595704509927
 203.515103049218
 204.578554346901
 204.948438711784
 204.053967507029
 204.376905912064
 204.549322386798
 204.707402486435
  204.14281373275
 203.402925781971
 204.216002590715
 205.146868876722
 205.085208773994
 204.250493610636
 204.891667063819
 204.705662341521
 204.245134273569
 204.843711990129
 204.591096455484
 204.714654931149
 205.133850346207
 203.336709857033
   205.3427592631
 205.344085563008
 204.497693430859
 204.339612653904
 203.330276295219
 203.302134205802
 204.888644764158
 203.585395620917
 205.170698391007
 203.873331513645
 204.807895636339
 203.365341954954
 203.806723289046
 204.038275610354
 204.196616658481
 204.257155365028
 203.574655443362
 204.858747763888
  203.94463591705
 203.811718022919
 204.294717020746
  205.09128218398
 204.520642393078
 204.894910523028
 203.870353900515
 205.442046037536
 203.998153271611
 203.395865390514
 204.764052554633
  204.57657174266
 204.610716115802
 204.341088529002
 203.500739671541
 203.317454290635
 203.551895952302
 204.491119325402
 203.757472490948
  203.25118791521
 203.407529213595
 203.781710640631
 204.236916883286
 204.759971704341
 204.006867777287
 204.405661320764
 205.192037435809
  203.33808655778
  203.37065729082
 204.758005267092
 204.871948619418
 205.335042040109
 204.948262512353
  203.38317312535
 205.116957111015
 203.707740001739
 205.108248702315
 204.782833069846
 203.767400447613
 203.281055572354
 203.567646122724
 203.791224890235
 204.329107852643
   205.2536764707
 204.571025853513
  204.60328213156
 204.570315733144
 203.769335712507
 203.456187018807
  205.35940301491
 204.532393319122
 203.823344501294
 205.409852840733
 205.101767377467
 204.613536046131
 205.202300678723
 205.374135854144
  204.77170910046
 204.805870554853
 204.185914929302
 205.404350232247
 204.971367848536
 204.191944695412
  205.22167373429
 203.974534306946
 205.228521321868
 204.635572890106
 205.217079640712
 204.130086591908
 205.041611282678
 205.408914988504
 205.247410044255
 204.530687715965
 203.321081881349
 203.338262187884
 203.266115324659
 204.535083938567
 205.332297967797
  204.67076270142
 204.720373046569
 204.129837986479
 203.806683385258
 205.327310048921
 204.044835035761
 205.318709440215
 205.368995448737
 203.320037208372
 205.189433461803
  203.91991055608
 205.184273487015
 204.132982616694
 204.049059507489
 204.397107627166
 204.190215729343
 204.364951265626
 204.209127503593
 203.752978014699
 203.801662837515
 205.319147587677
 203.855324315113
 204.803864140656
  203.54898460298
 204.654519033178
 203.780434278949
 203.390925113984
 204.358372031354
 203.351607169796
 205.390917073065
 204.357969998886
 205.257720245172
 203.538944845576
 205.135711433646
 203.497143433603
 204.033912276968
 205.432684378936
 204.243376630982
 205.347997235303
 203.712630714559
 204.831837313494
 204.609775637457
 203.291365744857
 203.991053262971
 204.663268263134
 204.647791567966
 203.849115810654
 203.452564961035
 204.311516571131
 205.153499796377
  204.82968301953
 203.391830543235
 205.115794149934
  205.15905970767
 204.410310928056
 204.577448176439
 203.506092821791
 203.680747198304
 203.852475080919
 204.702238274403
 204.449028235557
 203.672589281109
 204.895974559373
 205.111544911968
 204.861429825875
 203.396269245295
 205.442689942242
  204.40842772187
 204.369889895761
 205.334571772883
 203.545981275777
 205.087469053172
 203.632658518258
  203.74113587995
 204.173954289438
 203.451180254571
 205.201255168245
 203.963767720754
 203.729123330567
 203.273953908666
 204.273404892289
 203.351843875537
 205.144028801696
 203.896997999385
 204.542606625247
 205.413435725911
 204.054195167145
 204.211519044256
 204.407407700743
 204.564198459974
 203.307883322068
 203.889132387624
 204.088288566165
   205.3533864154
 205.369362850158
 204.530950452723
 203.413019453016
 205.109918496572
  204.30984808814
 205.427377910589
 204.467433381381
 203.981376721865
 203.723899426099
 204.814889933538
 203.939960595417
  203.96512052007
 204.896727894373
