        ra        |          dec          | psfmag_u | psfmagerr_u | psfmag_g | psfmagerr_g | psfmag_r | psfmagerr_r | psfmag_i | psfmagerr_i | psfmag_z | psfmagerr_z 
 162.501802735741 |   -0.0422298015478499 |  24.6444 |     0.63541 |  25.2601 |    0.490009 |  23.2107 |    0.660316 |  24.2816 |    0.555122 |  22.7931 |    0.577595
 162.576019250365 |   -0.0213358650154405 |   22.648 |    0.314651 |  20.0618 |    0.243695 |  18.9712 |    0.136544 |  18.5015 |   0.0401147 |   18.368 |   0.0785361
 162.536185385013 |   -0.0153366925409636 |  24.2212 |    0.602472 |  21.6936 |   0.0537811 |  20.3076 |   0.0324567 |  18.8747 |   0.0265911 |  18.0709 |   0.0311524
 162.483117466551 |    -0.103459100144595 |  17.3804 |   0.0113275 |   16.284 |   0.0164728 |  15.9251 |   0.0218408 |  15.8021 |   0.0245297 |   15.759 |   0.0252608
 162.471877868487 |   -0.0596417557462768 |  16.3148 |   0.0097087 |   14.856 |   0.0163906 |  14.3819 |   0.0217906 |  14.2239 |   0.0244768 |  14.1717 |   0.0249195
  162.55701163013 |  -0.00898203070562696 |  14.0386 |  0.00876639 |  12.8222 | 0.000385857 |   12.373 | 0.000326399 |  12.2655 |  0.00036749 |   12.204 |   0.0248446
 162.546741703401 |   -0.0817957646315182 |  19.2852 |   0.0213298 |  18.3019 |   0.0171635 |  18.0108 |   0.0223514 |  17.9274 |   0.0251225 |   17.864 |   0.0299686
  162.56312442109 |   -0.0844528313683282 |  18.6011 |   0.0159731 |  17.5303 |   0.0167313 |  17.1685 |   0.0220004 |   17.048 |    0.024707 |  17.0137 |   0.0266009
 162.551960232903 |   -0.0194528383823388 |  23.1332 |    0.317684 |   20.397 |    0.024193 |  18.9585 |   0.0235246 |  18.0835 |   0.0252552 |  17.6839 |   0.0286943
 162.571769030437 |   -0.0222087250642921 |  22.5464 |    0.222764 |  20.2688 |    0.138636 |  18.9385 |   0.0473084 |  17.8374 |   0.0265324 |  17.3212 |   0.0275509
 162.472653139728 |   -0.0854861932392787 |  24.1134 |     0.58028 |  23.5182 |    0.231793 |  24.9872 |    0.843133 |  24.8466 |    0.562862 |  22.8062 |    0.586641
 162.572055579044 |     -0.02423134713555 |   22.323 |     0.16955 |  20.9048 |   0.0309947 |  20.4466 |   0.0334542 |  20.1323 |   0.0363789 |  20.3704 |    0.180901
 162.568484175674 |   -0.0855176684279327 |  22.5965 |    0.208324 |  20.3377 |   0.0255226 |  18.9285 |   0.0237218 |  18.2518 |   0.0254915 |   17.884 |   0.0301409
 162.589231465814 |     0.090091015976322 |  22.8565 |    0.373001 |  24.5201 |    0.413575 |  23.2665 |    0.323112 |   22.406 |    0.212785 |  21.7345 |    0.427524
 162.554108584005 |    -0.104827173305127 |  23.1403 |    0.318189 |  21.5755 |   0.0471612 |  21.1634 |   0.0542158 |  20.9711 |   0.0572542 |  20.8934 |     0.20223
 162.539627707917 |     -0.06912828317635 |  22.9289 |    0.269355 |  22.4317 |   0.0953896 |  22.0043 |    0.111419 |  21.6828 |    0.106314 |  21.6013 |    0.353444
 162.528808923777 |    -0.022769266642843 |  25.2474 |    0.539362 |  24.3348 |    0.287782 |  22.6891 |    0.187174 |  21.6793 |    0.100422 |  21.1495 |    0.239212
 162.563073165641 |   -0.0674484214998164 |  24.0483 |     0.72345 |  23.5472 |    0.428068 |  21.8239 |    0.175581 |  21.2647 |      0.1371 |  20.8711 |     0.24399
 162.449591439666 |    0.0730500184642422 |  22.6167 |    0.335494 |   20.094 |   0.0238071 |  18.5144 |   0.0134837 |  16.7048 |    0.016841 |  15.7404 |   0.0206398
 162.491608468316 |    0.0824236298103807 |  23.8682 |    0.829684 |  24.4154 |    0.459566 |  22.9317 |    0.269528 |  23.8276 |    0.562043 |  22.3028 |    0.637934
 162.481081542161 |   -0.0641415298754445 |  22.1245 |    0.139743 |  19.5314 |   0.0193068 |   18.189 |   0.0224712 |  17.5208 |   0.0249397 |  17.2239 |   0.0270411
 162.545944808754 |   -0.0940776347925935 |  21.9218 |    0.119654 |  21.0963 |   0.0351238 |  20.7553 |   0.0441416 |  20.6206 |   0.0484623 |  20.9555 |     0.25293
 162.563634833366 |   -0.0441703368839185 |  22.2187 |     0.15242 |  21.5844 |   0.0469835 |  21.1488 |   0.0528658 |  21.1092 |   0.0635744 |  21.0357 |    0.222116
 162.508547111304 |   -0.0496757386904916 |  21.9662 |    0.123096 |  21.8025 |   0.0550852 |  21.7859 |   0.0873802 |  21.3696 |    0.111195 |  21.3591 |    0.286556
 162.504511868326 |   -0.0533185846413955 |  24.4432 |    0.629036 |  21.2327 |   0.0371449 |  19.6808 |   0.0264225 |  18.8254 |   0.0270999 |  18.4199 |   0.0350442
 162.506627787386 |   -0.0145108851095365 |  22.7476 |     0.23082 |  21.7438 |   0.0521871 |  21.2008 |   0.0554387 |  21.0387 |   0.0917929 |  20.8767 |    0.190603
 162.571685809228 |    -0.085485424168457 |  20.4419 |   0.0406055 |  19.2991 |   0.0186658 |  18.7687 |    0.023166 |  18.5735 |    0.025868 |  18.5183 |   0.0369086
 162.518476696399 |   0.00533836962354706 |  24.2974 |    0.971369 |  24.6093 |    0.484689 |  22.6425 |    0.179136 |  22.3363 |    0.185917 |  21.8175 |    0.453739
 162.555286419467 |   -0.0638690214481624 |  24.0723 |    0.571245 |  22.9028 |    0.134787 |  21.4202 |   0.0649408 |  20.3241 |   0.0389668 |  19.6945 |   0.0747863
 162.474647093569 |   -0.0835235720346366 |  24.0839 |    0.578957 |  25.1797 |    0.497433 |  22.3191 |    0.188266 |  21.5841 |    0.120336 |  20.6013 |    0.156144
 162.450689308488 |    0.0801993794203149 |  25.8525 |    0.603551 |  23.4498 |    0.218952 |  22.5832 |    0.173056 |  22.1678 |    0.161509 |  21.5268 |    0.366979
 162.529427336819 |   -0.0618444213004716 |  22.0872 |    0.136101 |  19.6328 |   0.0194184 |   18.448 |   0.0229992 |   17.954 |   0.0251365 |  17.6525 |     0.02865
 162.592946497895 |  -0.00678966634006836 |  21.9484 |    0.124779 |  20.9474 |   0.0303449 |  20.4823 |   0.0348976 |  20.3522 |   0.0398863 |  20.3136 |    0.119613
 162.470722326348 |   -0.0578513494939761 |  18.9587 |    0.190309 |  17.6259 |    0.182324 |  17.2016 |    0.192894 |  17.0509 |    0.177685 |  17.0095 |    0.243625
 162.516081820763 |    -0.015384376300218 |  24.4251 |    0.627985 |  22.9891 |    0.164361 |  21.6636 |   0.0789399 |  20.8439 |   0.0535376 |  20.1841 |    0.107147
 162.573694208356 |    0.0283913192874246 |  25.3942 |    0.791385 |  23.2157 |    0.363715 |  24.5896 |    0.634011 |  24.2555 |    0.597031 |  23.7481 |    0.470515
 162.539678726452 |   -0.0915197910376025 |  25.1227 |    0.574544 |  25.2981 |    0.495403 |  23.8619 |     0.51963 |  22.4104 |    0.198903 |  21.9015 |    0.472497
   162.5565548239 |   -0.0962552647382109 |  22.1702 |    0.145861 |  22.1337 |   0.0720425 |  21.9972 |    0.104391 |  21.8927 |    0.117336 |  21.2729 |    0.275663
 162.629539984536 |   -0.0762785601722801 |  24.0694 |    0.559271 |   23.215 |    0.172791 |  23.1454 |    0.261952 |  22.2712 |    0.163937 |  21.5345 |    0.341807
 162.579549794673 |  -0.00874025331180815 |  24.2173 |    0.612477 |  25.5735 |     0.44259 |  23.4052 |    0.331983 |   22.304 |    0.169271 |  21.5976 |    0.338181
 162.559181587904 |    -0.090871030459308 |  16.7249 |   0.0101497 |  15.3468 |   0.0164055 |  14.8777 |   0.0217989 |  14.7381 |   0.0244839 |  14.6951 |   0.0249814
 162.577619410706 |    0.0137894582263815 |  18.9492 |   0.0285729 |  17.7959 |   0.0210617 |  17.2463 |   0.0161739 |  16.9866 |   0.0187155 |  16.8361 |    0.019406
 162.545869188166 |   -0.0955723837601894 |  24.0758 |    0.572147 |  24.9552 |    0.571556 |  23.0557 |    0.609775 |  22.4503 |    0.209194 |  21.9324 |    0.511191
 162.489116641928 |     -0.05462129534615 |  24.3231 |    0.613897 |  22.0455 |   0.0664298 |  20.6117 |    0.037989 |  19.7969 |   0.0318055 |  19.2512 |   0.0539555
 162.451119889949 |    0.0409000913219098 |  25.3532 |    0.835873 |  24.4396 |    0.436984 |  25.1648 |    0.618043 |  21.8102 |    0.118295 |  23.1693 |    0.623386
 162.549076935302 |     -0.10800650407593 |  23.9688 |     1.15559 |  25.9592 |    0.377111 |  24.4375 |    0.626749 |   25.346 |    0.376601 |  20.3799 |     0.19615
 162.627250534425 |   -0.0908104735274956 |  21.8163 |     0.10853 |   21.623 |   0.0479414 |  21.3626 |   0.0592249 |  21.2016 |   0.0659651 |  21.5565 |    0.349064
 162.616821051299 |    -0.107954515241795 |  22.3407 |    0.207269 |  22.2685 |   0.0892575 |  21.9033 |    0.103355 |  21.5581 |   0.0970877 |  21.8252 |    0.431872
 162.528890061497 |   -0.0246727564182044 |  24.8423 |    0.623783 |  22.9379 |    0.136863 |  22.4438 |    0.202361 |  21.9312 |    0.204298 |  22.7495 |     0.57277
 162.631067259705 |    -0.109649329339025 |  23.5716 |    0.427116 |  21.2389 |   0.0368297 |  19.9183 |   0.0254331 |  19.2916 |   0.0199944 |  19.0938 |   0.0453273
 162.572821598453 |    0.0817786622350968 |  24.3118 |     1.00051 |  23.3712 |    0.244974 |   22.774 |    0.204447 |  22.6158 |    0.243416 |  22.7203 |     0.64308
 162.479865947362 |   -0.0192733800261311 |  22.8594 |    0.249508 |  21.5207 |   0.0446161 |  21.1848 |   0.0551487 |   21.246 |   0.0715774 |  20.9738 |    0.207748
 162.524464292082 |    0.0503971223035713 |  24.0658 |    0.889861 |  20.8037 |   0.0331809 |  19.3469 |   0.0203867 |  18.5078 |   0.0204633 |  18.0001 |   0.0263881
 162.578605344049 |   0.00180522261901274 |  23.2264 |    0.934915 |  22.4507 |   0.0986426 |  22.5906 |    0.169689 |  22.1493 |    0.158305 |   21.941 |    0.496539
 162.482826623907 |   -0.0695994988580521 |   25.012 |    0.595791 |  23.5275 |    0.225014 |   22.999 |    0.244872 |   21.912 |    0.122342 |  21.0253 |    0.219595
 162.624750889073 |   -0.0092817923289188 |  19.8606 |   0.0289693 |   18.066 |   0.0158912 |   17.409 |    0.018774 |  17.1376 |   0.0148729 |  17.0264 |   0.0140992
 162.625440853675 |    -0.053714247558863 |  24.4771 |    0.623801 |  22.2731 |   0.0787867 |  21.2445 |   0.0540161 |  20.8213 |   0.0485181 |  20.5477 |     0.15026
  162.49893810694 |    0.0142040729862384 |  24.1697 |    0.719764 |  23.1273 |    0.359761 |  25.2997 |     0.58806 |  24.7305 |    0.566451 |  22.1729 |    0.556569
 162.642101632248 |   -0.0278145576395904 |  24.5167 |    0.620861 |  22.9496 |    0.137041 |  21.6405 |   0.0728478 |  20.2484 |   0.0320876 |  19.6349 |   0.0688308
 162.598491859488 |   -0.0856509890170449 |  24.4181 |    0.630936 |   25.625 |    0.450279 |  22.7797 |    0.200509 |  23.6348 |    0.447611 |  23.2948 |    0.548225
 162.525591011199 |    0.0509198072707669 |  24.4647 |     1.50663 |  24.0119 |     1.31796 |  22.1644 |    0.667142 |  21.6212 |    0.834894 |   21.484 |     1.77966
 162.477234002597 |   -0.0155629595091846 |  22.1344 |    0.138563 |  20.7064 |   0.0266079 |  20.1103 |   0.0302059 |  19.8776 |   0.0327231 |  19.7285 |   0.0750879
 162.630557008806 |   -0.0957126402489098 |  24.2898 |    0.603582 |  23.6022 |    0.237307 |  22.2034 |    0.142377 |  21.9095 |    0.120156 |  21.9654 |    0.461941
 162.544229340048 |   -0.0950180772911361 |  23.2335 |    0.344591 |  20.5188 |    0.025836 |  19.1153 |   0.0241751 |  18.1773 |   0.0254033 |  17.6551 |   0.0287696
   162.6271359108 |   -0.0269582352647994 |   25.296 |    0.517134 |  22.0199 |   0.0639859 |  21.0135 |   0.0455253 |   20.687 |   0.0435744 |  20.3427 |    0.125152
   162.5778241796 |    0.0471897533507173 |  22.9775 |    0.432494 |  23.8919 |      0.3116 |  22.2422 |    0.126804 |   20.894 |   0.0558784 |  20.0964 |    0.111206
 162.623231115635 |   -0.0596497282850845 |  24.7754 |    0.620995 |  23.1546 |    0.164057 |  21.9169 |   0.0926858 |  21.0748 |   0.0593231 |  20.7761 |    0.182994
 162.615066519638 |   -0.0201984809015055 |  24.5573 |    0.656323 |  24.0588 |     0.32827 |  22.6204 |    0.171919 |  21.9021 |    0.119635 |   21.523 |    0.327503
 162.514229188851 |   -0.0452186008177371 |  24.4222 |    0.628227 |  23.6935 |    0.255194 |   22.587 |    0.171991 |  21.5468 |   0.0896846 |   20.687 |    0.164948
 162.483742361767 |    0.0234209673124889 |  23.2567 |    0.529085 |  23.2693 |    0.196443 |  22.6742 |    0.185452 |  22.1047 |    0.152763 |  22.1697 |    0.553181
 162.642300757798 |   -0.0816936270959289 |   23.529 |    0.412823 |  23.0203 |    0.146664 |  21.7633 |   0.0808462 |  20.5058 |   0.0386588 |  19.8766 |   0.0855697
 162.525917155509 |   0.00999427405912922 |    21.86 |    0.279933 |  24.1561 |    0.381369 |  25.7659 |    0.452767 |  24.9198 |    0.526707 |  23.4797 |    0.552591
 162.456015369571 |    0.0840674320983138 |  23.9736 |    0.886813 |  26.1025 |    0.351201 |  22.6609 |    0.432402 |   24.808 |    0.553225 |  23.1508 |     0.62417
 162.562468440853 |    0.0789511797908688 |  23.0177 |    0.440585 |  20.6462 |   0.0307323 |  19.2554 |   0.0196162 |  18.1205 |   0.0195787 |  17.5046 |   0.0220622
  162.50377484019 |   -0.0902701385403549 |  23.3473 |    0.371328 |  21.5815 |   0.0501883 |  20.1555 |   0.0306803 |  19.3814 |   0.0285779 |  18.9145 |   0.0444525
  162.47349960402 |    0.0631335822958817 |  23.6975 |    0.750601 |  20.1432 |    0.024188 |  18.7576 |   0.0141221 |   17.714 |   0.0173734 |  17.1136 |   0.0228146
 162.622896952783 |   -0.0219745018799627 |  24.4165 |    0.618547 |  23.6643 |    0.245387 |  22.4056 |    0.139838 |  20.9777 |   0.0545002 |   20.338 |    0.124241
 162.471801777952 |   -0.0761859938077647 |  22.8524 |    0.252913 |  22.5015 |    0.096277 |  22.4496 |    0.153391 |  22.4187 |    0.188566 |  21.8193 |    0.401633
 162.558320131259 |    -0.024694060151818 |  24.4159 |    0.633841 |  25.2731 |    0.520532 |  25.0181 |    0.715667 |   22.593 |    0.363299 |  23.2284 |     0.53718
 162.523929888695 |    0.0311858197617557 |  23.2814 |    0.547336 |  21.8723 |   0.0631546 |   20.869 |   0.0421233 |  20.5367 |   0.0432395 |  20.2666 |    0.128877
 162.537704853867 |    0.0898262506572117 |   23.226 |      0.5212 |  20.8452 |    0.033473 |  19.5128 |   0.0210652 |  18.0766 |   0.0195209 |   17.293 |   0.0209435
 162.478921564024 |    -0.032900379592427 |  25.6655 |    0.411558 |  24.6211 |    0.533081 |  24.6455 |    0.699399 |  22.5327 |    0.279293 |  22.9529 |    0.574241
 162.610729409906 |    0.0177160708220723 |   22.823 |    0.386766 |  21.2705 |   0.0419235 |   19.868 |   0.0236904 |  18.8068 |   0.0211464 |  18.1674 |   0.0286226
 162.546220258748 |   -0.0170424593806657 |  24.3664 |    0.628038 |  24.2445 |    0.370057 |  23.2752 |    0.302942 |  21.8158 |    0.112353 |  20.8295 |      0.1836
 162.494240499776 |   0.00131125837129886 |  25.5031 |    0.732282 |  23.2059 |    0.188241 |  22.5859 |    0.170952 |  21.7832 |    0.115956 |  21.5121 |    0.364925
 162.519982251223 |    0.0130721345227762 |   24.722 |     1.00288 |  24.6359 |    0.488258 |  23.5192 |    0.367757 |  22.2134 |    0.167657 |  21.3242 |    0.315574
 162.616519052288 |    0.0710765371903501 |  26.0647 |    0.479685 |   22.025 |   0.0694214 |   20.677 |   0.0369931 |  20.1202 |   0.0332445 |  19.7528 |   0.0832729
 162.460938662849 |    0.0214707335126524 |  22.6979 |    0.349978 |  21.0663 |   0.0362424 |  20.4338 |   0.0297019 |  20.1395 |   0.0319168 |  19.8809 |   0.0940213
 162.643827481746 |    -0.105786440780009 |  25.0914 |     0.57086 |  24.9333 |    0.487599 |  23.0755 |    0.246157 |   22.302 |    0.169323 |  21.0648 |    0.238054
 162.503878177429 |    0.0108555892298067 |  19.0992 |   0.0299495 |  18.0098 |   0.0211683 |  17.5262 |   0.0163405 |  17.3721 |    0.018905 |  17.3212 |    0.021187
 162.451789915303 |  -0.00940904445135549 |  24.3732 |    0.312816 |   24.928 |    0.494808 |   23.857 |     0.46745 |  22.3427 |    0.183597 |  21.5928 |    0.344313
 162.628224927017 |    0.0661855912783046 |   25.647 |    0.664527 |  23.2532 |    0.187261 |  22.7384 |    0.193424 |  22.5382 |    0.219463 |  22.1774 |    0.549685
 162.494968361834 |    0.0142782015714483 |  25.8536 |    0.569006 |  22.9534 |     1.20545 |  23.8971 |    0.688457 |  23.0238 |    0.326634 |   22.804 |    0.656734
 162.534508782234 |    0.0173477967992468 |  26.3727 |    0.373841 |  23.2231 |    0.429837 |  23.6716 |    0.410068 |  23.1951 |    0.370508 |  21.5412 |    0.373217
 162.615887720571 |    0.0786855903675112 |  23.5122 |    0.638767 |  22.7507 |    0.123748 |   22.547 |    0.165018 |  22.0038 |    0.139194 |  21.3781 |    0.322096
 162.569692217923 |    0.0150294319165158 |  19.4268 |   0.0347283 |  16.7896 |    0.020812 |  15.5783 |   0.0162463 |  15.0481 |   0.0193277 |  14.7466 |   0.0174342
 162.514956408793 |     0.033773138499879 |  23.4038 |    0.536031 |  23.0786 |    0.166294 |  21.6624 |   0.0791925 |  20.4105 |   0.0401531 |   19.668 |   0.0781093
 162.575916867661 |     0.014293941619456 |   24.874 |    0.992137 |  23.3966 |    0.997906 |  24.3752 |    0.612429 |  24.9784 |    0.557918 |  23.5336 |    0.539975
 162.543388654368 |    0.0365480046020332 |  24.9298 |    0.960826 |  20.6495 |   0.0309176 |  19.2331 |   0.0194866 |  18.2231 |   0.0197353 |  17.6476 |   0.0231208
  162.63424209076 |    0.0338782053062575 |  22.1225 |    0.201572 |  21.8086 |   0.0599336 |  21.2928 |   0.0576277 |  21.1171 |    0.065377 |  20.5475 |    0.195999
 162.621068467124 |  -0.00376872662392395 |  20.4951 |   0.0420257 |  18.9812 |   0.0169209 |  18.3672 |   0.0194295 |  18.0502 |   0.0156402 |  17.9482 |    0.020427
 162.628797778759 |    0.0143370804985444 |  24.2723 |    0.968564 |  22.9274 |     1.60498 |  23.8822 |    0.526467 |  24.5392 |    0.591673 |  23.5928 |      0.5262
 162.496970174498 |   -0.0945641243869482 |  23.5127 |    0.418027 |  23.1007 |    0.159417 |  22.8778 |    0.222116 |  22.6668 |    0.283801 |  21.4487 |    0.311475
 162.504292056134 |     0.078002760431955 |  23.7795 |    0.767054 |  22.3363 |    0.123577 |  20.6014 |    0.035422 |  18.8107 |   0.0211635 |  17.8122 |   0.0243596
 162.451536409083 |   -0.0120582420508714 |   24.521 |    0.479249 |  24.5107 |    0.438033 |   22.729 |    0.196898 |  22.8259 |      0.2735 |  21.8816 |    0.429448
  162.55956742798 |    0.0840672783953274 |   24.471 |     0.97976 |  24.6857 |    0.483667 |  22.1985 |    0.319964 |  24.2649 |    0.596739 |   24.101 |    0.358476
  162.55130950296 |   -0.0876269675514939 |  20.6077 |   0.0452587 |  19.6375 |   0.0195496 |  19.2835 |    0.024503 |  19.2212 |   0.0277192 |  19.1031 |    0.049995
  162.58849096234 |    0.0240773473255336 |  25.3658 |    0.805378 |  25.1968 |     0.52135 |  23.8906 |    0.471882 |   24.332 |    0.599232 |  20.2557 |    0.329034
 162.457641369115 |   -0.0368982740038742 |  23.4396 |    0.391323 |  24.4731 |    0.427503 |  23.0469 |    0.251813 |  22.2739 |    0.168982 |  21.4747 |    0.311606
 162.460790210587 |    0.0200673149172551 |  23.9953 |     0.87599 |  23.6548 |    0.223642 |  23.0333 |    0.251444 |  22.2347 |    0.382019 |  23.0531 |    0.641829
 162.569056320958 |    0.0161979746828426 |  21.5817 |    0.153894 |  18.9909 |    0.148296 |  17.4825 |    0.171794 |  16.6272 |    0.130209 |  16.1603 |    0.108134
  162.56001782508 |    0.0153087453196723 |    24.99 |    0.959473 |  23.6841 |    0.270198 |  22.6838 |    0.184787 |  21.9344 |    0.132019 |   21.066 |    0.256811
 162.497268564858 |  -0.00947789883112438 |  24.4775 |    0.626089 |  23.0218 |    0.145965 |  21.2556 |   0.0578907 |  20.0469 |    0.034859 |  19.4307 |   0.0601478
 162.576850640823 |    0.0440161437669963 |  20.2915 |   0.0547442 |  20.3124 |    0.027261 |  20.1372 |   0.0268741 |  20.1093 |   0.0330875 |  20.3609 |     0.13938
 162.452538407265 |   -0.0414427708846758 |  22.6085 |    0.276531 |  25.5917 |    0.453263 |  24.3029 |    0.586854 |  24.6873 |    0.551008 |  21.8348 |    0.402252
 162.477643056404 |    0.0143323862004813 |  24.1689 |    0.939451 |  23.2012 |     1.02371 |  24.4493 |    0.503688 |  25.0738 |    0.486993 |    23.02 |    0.647187
  162.50963311867 |   -0.0315327290254361 |  23.1832 |    0.327533 |  21.7412 |   0.0538459 |  21.5455 |   0.0758546 |  21.4235 |   0.0904998 |  20.9396 |    0.208945
 162.477652475216 |     0.038718337215451 |  22.8819 |    0.407922 |  22.4066 |   0.0939993 |  21.7967 |   0.0869118 |  21.5615 |   0.0955449 |  21.4457 |    0.345533
 162.542649165413 |   0.00509409082496332 |    23.29 |      0.5619 |  23.1756 |    0.180604 |  21.8372 |   0.0896176 |  21.2219 |   0.0725458 |  20.9424 |     0.23174
 162.504332192259 |   0.00665005611677936 |  24.2438 |    0.947123 |  22.1777 |   0.0806135 |  20.6787 |    0.036956 |   19.371 |   0.0241184 |  18.6896 |   0.0381608
  162.51546487147 |    0.0687578663395914 |  24.2919 |    0.957276 |  22.2491 |   0.0834301 |  20.8832 |   0.0427607 |   19.869 |   0.0292393 |  19.3309 |   0.0593086
 162.632854758869 |    0.0554923434432918 |  25.8081 |    0.861629 |   21.627 |   0.0530111 |  20.2744 |   0.0293722 |  18.8857 |   0.0174415 |  18.1123 |   0.0262376
 162.496504239159 |  -0.00530155660594687 |  24.8629 |    0.612589 |  24.6405 |    0.447727 |  22.8433 |    0.215587 |  22.2163 |    0.158668 |  21.7027 |    0.363313
 162.509372136302 |   -0.0807611693471451 |   24.423 |    0.630543 |  23.8197 |    0.283056 |  22.3664 |      0.1431 |  20.9941 |   0.0587928 |  20.3228 |    0.123233
 162.549916495171 |   -0.0298389869214678 |   24.084 |     0.57495 |   24.478 |    0.422571 |  22.8487 |    0.213141 |  22.2917 |      0.1661 |  21.5563 |    0.331728
 162.522232657485 |   -0.0975223341406211 |  23.9698 |    0.566415 |  25.0378 |    0.558609 |  23.5376 |    0.423536 |  22.4329 |    0.195783 |  21.6893 |    0.384702
 162.486815505131 |    0.0302993301351628 |  24.1045 |    0.890825 |  25.2373 |    0.527871 |    23.39 |    0.330608 |  22.1199 |    0.154633 |  21.1639 |     0.27517
 162.457793442067 |   -0.0742519667987658 |   24.983 |    0.598826 |  24.9012 |    0.490808 |  24.0189 |    0.511189 |  22.1296 |    0.148373 |  22.1875 |    0.492714
 162.478213106669 |     0.052085890912346 |  25.6649 |    0.681483 |  24.2504 |     0.39554 |  22.6752 |    0.185909 |   21.708 |    0.108169 |  21.1939 |    0.282289
 162.608582493898 |   -0.0649461240346134 |  24.4832 |    0.640145 |  23.8342 |    0.286641 |  22.8338 |    0.208154 |  22.4521 |    0.189263 |  21.8787 |    0.429406
 162.565557544095 |  -0.00497743745397621 |  24.1491 |    0.595303 |  24.5104 |    0.421726 |  22.9339 |    0.227061 |  21.6474 |   0.0983031 |  21.0012 |     0.21023
 162.644350161566 |    0.0352183773192084 |  18.4213 |    0.025612 |  17.5567 |   0.0228072 |   17.273 |   0.0170201 |  17.1588 |   0.0142822 |  17.1173 |   0.0181082
 162.447446228569 |    0.0777751881347097 |   20.387 |   0.0593747 |  18.4478 |   0.0189338 |  17.6169 |   0.0121572 |   17.281 |   0.0170688 |  17.1073 |   0.0228039
 162.646073196282 |    0.0674897112443062 |  24.0748 |    0.883354 |  25.3598 |    0.499765 |  25.4375 |    0.544854 |  24.3279 |    0.599452 |  20.6176 |     1.04936
 162.479132570294 |    0.0321979301956129 |  26.4873 |    0.342907 |  26.1423 |    0.801693 |  24.4366 |    0.618987 |  21.7956 |     0.11666 |  20.0177 |    0.105116
 162.516385211385 |    0.0167095794161773 |  24.6199 |     1.00431 |  23.8207 |    0.302803 |  22.3762 |     0.14273 |  21.8699 |    0.124953 |  21.4146 |    0.338315
 162.545878137513 |     0.032667232693739 |  17.4301 |    0.020083 |  16.0803 |   0.0206856 |    15.58 |   0.0158814 |  15.3942 |   0.0184625 |  15.3271 |   0.0174829
 162.565652983796 |   -0.0286153634266351 |  24.3769 |    0.630417 |   24.681 |    0.458631 |  23.7871 |    0.441912 |  22.3563 |    0.261574 |  22.8775 |    0.577689
  162.61973394361 |   -0.0620838005631709 |  24.5229 |    0.627145 |  20.6152 |   0.0259305 |  19.2153 |   0.0212632 |  18.3713 |    0.016211 |  17.9546 |   0.0207276
 162.605693214566 |    0.0866853871200947 |  22.9944 |    0.431485 |  20.5432 |   0.0294894 |  19.2717 |   0.0196746 |  18.7962 |   0.0211049 |  18.5005 |   0.0335363
 162.532746706854 |   -0.0931722518286202 |   16.674 |   0.0100854 |  15.1163 |   0.0163957 |  14.5844 |   0.0217919 |  14.4498 |   0.0244782 |  14.3739 |   0.0249407
 162.585437064098 |  0.000460324642301435 |  21.7955 |     0.32976 |  25.1473 |    0.526059 |  24.0946 |    0.527848 |  23.7288 |    0.511606 |  23.1076 |    0.644803
 162.616600758363 |    0.0473044038606184 |  22.9272 |    0.415718 |  22.8749 |    0.137554 |  21.6681 |    0.077627 |  20.9827 |   0.0597862 |  20.7902 |    0.201369
 162.532978356137 |   -0.0345553435273089 |  16.4468 |  0.00977192 |  15.0236 |   0.0163946 |  14.5454 |   0.0217923 |  14.4306 |    0.024494 |  14.3548 |   0.0249358
 162.602299001723 |   -0.0934675496951238 |   21.234 |   0.0702074 |  20.1846 |   0.0227107 |  19.8349 |   0.0273813 |  19.7507 |   0.0311708 |  19.6228 |   0.0724462
 162.447944557988 |    0.0722897602229794 |   24.366 |       1.192 |  23.5354 |    0.302298 |  22.1659 |    0.175959 |  21.0641 |   0.0956728 |  20.1487 |    0.129186
 162.637557196854 |  -0.00968962129011779 |  24.5595 |    0.623944 |  22.9143 |    0.132186 |  21.4331 |   0.0617493 |  20.1477 |   0.0300375 |  19.4598 |   0.0591377
  162.62187123997 |    0.0229944270746466 |  21.4889 |     0.12929 |  19.0897 |   0.0222033 |  17.8055 |    0.016513 |    17.18 |   0.0187935 |  16.8226 |   0.0193619
 162.532497628669 |   -0.0460610697333724 |  21.0721 |   0.0624947 |  19.9581 |   0.0211393 |  19.6646 |   0.0262809 |  19.6247 |   0.0308408 |  19.5368 |   0.0659669
  162.62122228748 |    0.0894514951213604 |  22.7603 |     1.01923 |  20.4495 |   0.0285218 |  19.0931 |   0.0189144 |  18.4486 |   0.0201448 |  18.0504 |   0.0267226
 162.636845566613 |   -0.0047321848422406 |  23.9314 |    0.522262 |  23.9981 |    0.311583 |  23.5639 |    0.359527 |  22.4315 |    0.185296 |  22.8318 |    0.593509
 162.619438031433 |   -0.0907580008958015 |  22.5401 |    0.194323 |   20.826 |   0.0279966 |  20.0485 |    0.026753 |  19.8112 |    0.024948 |  19.6559 |   0.0709609
 162.469426559568 |    0.0483112169209368 |  23.2637 |    0.618429 |  23.1035 |    0.212405 |  22.5145 |    0.201735 |  21.6283 |    0.113109 |  21.6817 |    0.430411
