        objid        
---------------------
 1237661056892208218
 1237651757747865701
 1237651758821737714
 1237651757748454157
 1237651758284931547
 1237651758284932359
 1237651758284997591
 1237651758821540749
 1237651758821606889
 1237651757747996107
 1237651757748192979
 1237651758284996928
 1237651758285324764
 1237651758822195541
 1237651758821998685
 1237659089256648667
 1237659088182706918
 1237659090330059200
 1237659089793385650
 1237667111185154520
 1237667111185023288
 1237667111185023295
 1237667111185220026
 1237667111185416483
 1237667111185023229
 1237667111185154518
 1237667111185678636
 1237667111185023327
 1237667111184892233
 1237667111185023292
 1237667111185023261
 1237667111185023293
 1237667111184957790
 1237667111185023282
 1237667111185219998
 1237667111185023315
 1237667111185023416
 1237667111185219655
 1237667111185088840
 1237667111185088847
 1237667111185219920
 1237667111185088860
 1237667111185154147
 1237667111185220112
 1237667111185088836
 1237667111185416511
 1237667111185220643
 1237667111184957801
 1237667111185154484
 1237667111185154444
 1237667111185154581
 1237667111185351024
 1237667111185219946
 1237667111185285394
 1237667111185154502
 1237667111185219915
 1237667111185088801
 1237667111185416509
 1237667111185285401
 1237667111185416473
 1237667111721829421
 1237667111185350684
 1237667111185482539
 1237667111185154561
 1237667111185547548
 1237667111185416476
 1237667111721829476
 1237667111185613140
 1237667111185023107
 1237667111185482109
 1237667111185482097
 1237667111185678620
 1237667111721894015
 1237667111185481839
 1237667111185154523
 1237667111185154531
 1237667111184957709
 1237667111185481849
 1237667111185547564
 1237667111185547642
 1237667111185613145
 1237667111185023334
 1237667111185744173
 1237667111185613147
 1237667111185678621
 1237667111185547645
 1237667111185285743
 1237667111185154476
 1237667111185809844
 1237667111721894271
 1237667111721959765
 1237667111721895033
 1237667111185351606
 1237667111185875327
 1237667111185809655
 1237667111185678921
 1237667111185286126
 1237667111185482078
 1237667111721828517
 1237667111185678629
 1237667111185875277
 1237667111185482087
 1237667111721828518
 1237667111185875356
 1237667111185612898
 1237667111185351002
 1237667111185613051
 1237667111185810583
 1237667111185744238
 1237667111185547602
 1237667111185940858
 1237667111185744239
 1237667111185613133
 1237667111185613134
 1237667111185875278
 1237667111185940865
 1237667111185481846
 1237667111185875295
 1237667111185810688
 1237667111721894191
 1237667111185679292
 1237667111185613073
 1237667111721828431
 1237667111185481847
 1237667111721894202
 1237667111185875369
 1237667111721828664
 1237667111185875377
 1237667111721894258
 1237667111721828665
 1237667111185481853
 1237667111185809913
 1237667111185875333
 1237667111721829482
 1237667111185940585
 1237667111185810680
 1237667111721829475
 1237667111185547527
 1237667111721894017
 1237667111721894670
 1237667111721828686
 1237667111721894013
 1237667111721894235
 1237667111721895027
 1237667111721894227
 1237667111185613080
 1237667111185940574
 1237667111721895065
 1237667111721894223
 1237667111721959760
 1237667111185613481
 1237667111185940587
 1237667111721895048
 1237667111721959744
 1237667111721959816
 1237667111721895054
 1237667111721828713
 1237667111722156242
 1237667111185875351
 1237667111185809826
 1237667111185809822
 1237667111721894277
 1237667111721960574
 1237667111721894239
 1237667111722025347
 1237667111185875319
 1237667111721960596
 1237667111722025258
 1237667111721959786
 1237667111721960468
 1237667111722025239
 1237667111722025712
 1237667111722025243
 1237667111721828660
 1237667111721959723
 1237667111722026274
 1237667111722026267
 1237667111721960157
 1237667111722025275
 1237667111722025032
 1237667111722090507
 1237667111722025282
 1237667111722157028
 1237667111185744266
 1237667111722091735
 1237667111722091726
 1237667111722025367
 1237667111722091722
 1237667111722026262
 1237667111722026245
 1237667111721959810
 1237667111722090823
 1237667111722090770
 1237667111185940872
 1237667111721960174
 1237667111722156999
 1237667111722157050
 1237667111722221850
 1237667111722156276
 1237667111722221846
 1237667111722156267
 1237667111722090785
 1237667111722221882
 1237667111722156278
 1237667111722222672
 1237667111722156279
 1237667111722156250
 1237667111722156296
 1237667111722156494
 1237667111722287260
 1237667111722221870
 1237667111722222651
 1237667111722222656
 1237667111722221812
 1237667111722157033
 1237667111722221851
 1237667111722287309
 1237667111722287575
 1237667111722287491
 1237667111722222650
 1237667111722287574
 1237667111722157010
 1237667111722222210
 1237667111722287531
 1237667111721959738
 1237667111722026246
 1237667111722288488
 1237667111722287968
 1237667111722287560
 1237667111722222676
 1237667111721895037
 1237667111722352934
 1237667111722222678
 1237667111722352986
 1237667111722353845
 1237667111722353611
 1237667111721959787
 1237667111185876024
 1237667111722418451
 1237667111722090895
 1237667111722352963
 1237667111722353772
 1237667111722353253
 1237667111722287535
 1237667111722353875
 1237667111722418484
 1237667111722418408
 1237667111722483945
 1237667111722352951
 1237667111722353003
 1237667111722418485
 1237667111722418437
 1237667111722418418
 1237667111722418455
 1237667111722287514
 1237667111722091719
 1237667111722156254
 1237667111722484149
 1237667111722156260
 1237667111722353867
 1237667111722484104
 1237667111722353862
 1237667111722157053
 1237667111722484144
 1237667111722484163
 1237667111722483960
 1237667111722156959
 1237667111185613065
 1237667111722221803
 1237667111722221822
 1237667111722484955
 1237667111722549361
 1237667111722418473
 1237667111722549615
 1237667111722484139
 1237667111185678678
 1237667111722615144
 1237667111722419193
 1237667111722222563
 1237667111722549597
 1237667111722484953
 1237667111722550249
 1237667111721959743
 1237667111722616043
 1237667111722287399
 1237667111721959758
 1237667111722615227
 1237667111722287570
 1237667111722615487
 1237667111722287534
 1237667111722680810
 1237667111722550246
 1237667111722680422
 1237667111722484861
 1237667111722418824
 1237667111722419244
 1237667111185088893
 1237667111722616023
 1237667111722616025
 1237667111722419243
 1237667111722616036
 1237667111722680976
 1237667111722680789
 1237667111722746045
 1237667111722615614
 1237667111722090949
 1237667111722156046
 1237667111722614860
 1237667111722352999
 1237667111722681650
 1237667111722680731
 1237667111722681665
 1237667111722746222
 1237667111722681615
 1237667111185613108
 1237667111722418435
 1237667111722811730
 1237667111722746254
 1237667111722681548
 1237667111722746389
 1237667111722746562
 1237667111185154568
 1237667111722221853
 1237667111722353386
 1237667111722877257
 1237667111722746260
 1237667111722746629
 1237667111722811716
 1237667111722091730
